region,latitude,longitude,crime_type,severity,hour,is_night,weather,is_weekend,safety_score,is_safe
Industrial Zone,40.67539499100581,-74.07308739318367,Assault,5,12,0,Rain,0,25.824179249459785,0
Industrial Zone,40.684666990003336,-74.07923309853216,Harassment,3,11,0,Clear,0,45.38328984630831,0
Industrial Zone,40.689560748670445,-74.07412546449305,Sexual Assault,8,2,1,Rain,0,38.35286330699388,0
Industrial Zone,40.70163302888273,-74.09457368036169,Eve Teasing,2,5,1,Fog,0,20.017095603213683,0
Industrial Zone,40.68159507014493,-74.07812761549604,Stalking,4,18,1,Clear,1,16.82160802338646,0
Industrial Zone,40.68095627951397,-74.05405170879511,Indecent Exposure,4,7,0,Clear,0,42.85900046566479,0
Industrial Zone,40.684377943037795,-74.08442302777834,Eve Teasing,2,22,1,Clear,1,6.9415996447983375,0
Industrial Zone,40.6926280348647,-74.0783165994128,Sexual Assault,8,23,1,Clear,0,26.256372386723207,0
Industrial Zone,40.65778983644014,-74.08104401165237,Verbal Abuse,2,18,1,Rain,0,8.147562938918096,0
Industrial Zone,40.696637024359376,-74.09478769229115,Assault,5,9,0,Fog,0,20.66204700290477,0
Industrial Zone,40.69787272988001,-74.07568884091609,Stalking,4,10,0,Rain,1,25.361688798634624,0
Industrial Zone,40.70598321929154,-74.07748012523878,Harassment,3,15,0,Rain,1,21.20109692751867,0
Industrial Zone,40.682576136295694,-74.08615997072322,Sexual Assault,8,23,1,Clear,0,39.051443922520264,0
Industrial Zone,40.688971485759104,-74.08415070837756,Sexual Assault,8,13,0,Fog,0,33.64012775500447,0
Industrial Zone,40.683006965608975,-74.08085374600732,Assault,5,13,0,Rain,0,38.57202549927807,0
Industrial Zone,40.68948617692106,-74.07571148139341,Assault,5,21,1,Rain,0,7.604330247380187,0
Industrial Zone,40.691580938985766,-74.08466556532026,Verbal Abuse,2,11,0,Clear,0,31.269324488924667,0
Industrial Zone,40.688119400826,-74.07871830140931,Indecent Exposure,4,13,0,Clear,0,34.947552852644236,0
Industrial Zone,40.69141532132149,-74.06826473158281,Assault,5,15,0,Snow,0,41.19915287326556,0
Industrial Zone,40.68876749286964,-74.07954100882884,Eve Teasing,2,9,0,Clear,1,39.5055046535574,0
Industrial Zone,40.684086052701616,-74.06944801465852,Assault,5,8,0,Snow,0,23.25667918658131,0
Industrial Zone,40.69543883014364,-74.0737973707945,Verbal Abuse,2,12,0,Clear,1,18.984982131782274,0
Industrial Zone,40.70639303883369,-74.07421280949197,Eve Teasing,2,8,0,Clear,1,29.727521417992282,0
Industrial Zone,40.68334865010348,-74.1029679011223,Robbery,3,13,0,Clear,1,13.772572277185319,0
Industrial Zone,40.69688205306453,-74.08943606830206,Stalking,4,8,0,Clear,0,24.72200896140903,0
Industrial Zone,40.70147651417489,-74.0889544653879,Eve Teasing,2,16,0,Rain,0,47.50775104308949,0
Industrial Zone,40.694367325555646,-74.08098792836516,Indecent Exposure,4,15,0,Rain,1,20.87320479051425,0
Industrial Zone,40.691698670603955,-74.08465173413104,Stalking,4,18,1,Clear,0,0.0,0
Industrial Zone,40.69386586229905,-74.07140702400635,Harassment,3,3,1,Clear,0,35.70121928526599,0
Industrial Zone,40.70706330619539,-74.0901018388603,Robbery,3,13,0,Rain,0,37.53550166497368,0
Industrial Zone,40.69872932867575,-74.06073807185317,Sexual Assault,8,18,1,Clear,0,5.901284270774134,0
Industrial Zone,40.70108532720008,-74.09038895228986,Indecent Exposure,4,17,0,Clear,0,0.0,0
Industrial Zone,40.68225037175936,-74.07131905763184,Stalking,4,6,0,Fog,0,21.53787768497861,0
Industrial Zone,40.689578110838305,-74.08451126784804,Sexual Assault,8,14,0,Clear,0,22.606416899372505,0
Industrial Zone,40.676113779854646,-74.08729735331497,Eve Teasing,2,12,0,Fog,0,37.348505377345376,0
Industrial Zone,40.69386553225235,-74.07895867389425,Harassment,3,18,1,Clear,1,22.088681112559698,0
Industrial Zone,40.69456249488528,-74.11544656539243,Sexual Assault,8,8,0,Rain,0,32.20991072452966,0
Industrial Zone,40.70419770553899,-74.08593027077792,Stalking,4,10,0,Clear,1,28.300678108005155,0
Industrial Zone,40.704657172417036,-74.09294062257035,Assault,5,10,0,Clear,0,27.33960152984879,0
Industrial Zone,40.69053830788713,-74.0807371881932,Harassment,3,23,1,Rain,0,38.08778438764335,0
Industrial Zone,40.71943048335268,-74.07775508939618,Eve Teasing,2,17,0,Clear,0,35.11485185576209,0
Industrial Zone,40.69018575945163,-74.09366970749828,Assault,5,13,0,Clear,0,24.310602037952467,0
Industrial Zone,40.70673939797245,-74.0846513758467,Harassment,3,9,0,Clear,1,25.867186667559608,0
Industrial Zone,40.683299973212314,-74.07191814550029,Indecent Exposure,4,15,0,Clear,1,9.91880681704028,0
Industrial Zone,40.68497131246329,-74.07321134062963,Harassment,3,10,0,Clear,0,15.629974866376172,0
Industrial Zone,40.689993185905564,-74.0928951883911,Stalking,4,10,0,Clear,0,27.957256262707503,0
Industrial Zone,40.6959589745852,-74.07556948553393,Indecent Exposure,4,15,0,Clear,0,24.301896098223132,0
Industrial Zone,40.681733394062206,-74.08166083109606,Indecent Exposure,4,20,1,Clear,0,39.02121748421166,0
Industrial Zone,40.69464251238123,-74.07890864480946,Sexual Assault,8,11,0,Rain,0,12.942595699873824,0
Industrial Zone,40.67369178592793,-74.07162684818634,Assault,5,9,0,Rain,1,15.348890677173168,0
Industrial Zone,40.69531665595938,-74.08043400151301,Indecent Exposure,4,19,1,Clear,0,4.466156164590785,0
Industrial Zone,40.68006879176179,-74.08657152246109,Eve Teasing,2,8,0,Rain,0,26.1993589027284,0
Industrial Zone,40.6938135283458,-74.07134473537474,Eve Teasing,2,12,0,Clear,1,25.73098077211651,0
Industrial Zone,40.70531482897521,-74.06565374703263,Indecent Exposure,4,14,0,Fog,0,24.61595664330913,0
Industrial Zone,40.69671742482192,-74.10215119954694,Stalking,4,19,1,Clear,0,33.059540797314746,0
Industrial Zone,40.70041793895315,-74.09050387990347,Harassment,3,13,0,Clear,1,30.489493766113593,0
Industrial Zone,40.689800816037,-74.08747880119078,Sexual Assault,8,23,1,Clear,1,22.938498515362014,0
Industrial Zone,40.684327382853425,-74.08371519467082,Indecent Exposure,4,12,0,Clear,0,22.15095233378469,0
Industrial Zone,40.68918289307858,-74.09488737318419,Eve Teasing,2,8,0,Rain,1,19.073563061143233,0
Industrial Zone,40.677161361179934,-74.07523455524846,Robbery,3,14,0,Rain,0,30.194304105141907,0
Industrial Zone,40.67936645500169,-74.074783752356,Eve Teasing,2,18,1,Fog,0,45.56451330655989,0
Industrial Zone,40.68764770006069,-74.10716821503904,Harassment,3,9,0,Clear,0,22.535794131655308,0
Industrial Zone,40.68033118474036,-74.07318436863117,Verbal Abuse,2,9,0,Clear,0,16.517672298318985,0
Industrial Zone,40.681549961497524,-74.08286565103467,Eve Teasing,2,16,0,Fog,0,5.248617343366121,0
Industrial Zone,40.68904658908803,-74.06769678185142,Verbal Abuse,2,19,1,Rain,0,19.732612730098836,0
Industrial Zone,40.68484904516482,-74.07355736833883,Eve Teasing,2,9,0,Rain,1,32.937157620774364,0
Industrial Zone,40.68639723153123,-74.07877468656062,Indecent Exposure,4,19,1,Clear,1,15.689294237101565,0
Industrial Zone,40.69053831551867,-74.07450188760512,Robbery,3,14,0,Rain,0,47.704945602612206,0
Industrial Zone,40.66226185060066,-74.08679619721406,Robbery,3,8,0,Rain,0,14.825602437113321,0
Industrial Zone,40.69063596282544,-74.08405285748142,Verbal Abuse,2,12,0,Rain,0,31.296701710517915,0
Industrial Zone,40.69923865015964,-74.0702047279648,Eve Teasing,2,13,0,Clear,0,20.015055959639763,0
Industrial Zone,40.68188892669751,-74.07970930164826,Stalking,4,9,0,Rain,0,17.943316642741195,0
Industrial Zone,40.70015937223563,-74.08903379745968,Indecent Exposure,4,14,0,Clear,0,24.89383979117486,0
Industrial Zone,40.691651953409526,-74.07555791353414,Indecent Exposure,4,1,1,Rain,0,18.0929207407108,0
Industrial Zone,40.689670096971724,-74.09017362989141,Sexual Assault,8,10,0,Clear,0,18.089858127037118,0
Industrial Zone,40.68808464677262,-74.07770213203442,Indecent Exposure,4,5,1,Rain,0,29.359927730641967,0
Industrial Zone,40.6934210603965,-74.06582740851573,Eve Teasing,2,12,0,Rain,0,12.12116844898581,0
Industrial Zone,40.702252490049766,-74.07739634572178,Sexual Assault,8,15,0,Clear,0,24.628336787902693,0
Industrial Zone,40.70250286912941,-74.0943375373614,Verbal Abuse,2,3,1,Clear,0,21.14243000376698,0
Industrial Zone,40.68006866377279,-74.09211859304506,Harassment,3,9,0,Clear,1,7.910237888201909,0
Industrial Zone,40.679142522892185,-74.08470203834878,Stalking,4,11,0,Clear,1,23.698944661536167,0
Industrial Zone,40.6989017554272,-74.09162676300991,Indecent Exposure,4,15,0,Rain,0,25.434763010348988,0
Industrial Zone,40.67546201449254,-74.08532027569159,Verbal Abuse,2,14,0,Rain,1,32.01109124798477,0
Industrial Zone,40.68951414197218,-74.08038177024163,Assault,5,19,1,Clear,0,29.538813700365132,0
Industrial Zone,40.68244501116866,-74.08601986654593,Sexual Assault,8,21,1,Rain,0,32.83846940311385,0
Industrial Zone,40.70337177166355,-74.09626881646132,Indecent Exposure,4,21,1,Clear,0,21.783909124689842,0
Industrial Zone,40.68955994455058,-74.0884051204471,Robbery,3,9,0,Clear,1,35.348098433880864,0
Industrial Zone,40.68090754541558,-74.08789474056353,Assault,5,16,0,Clear,0,25.17557549929825,0
Industrial Zone,40.68197728166065,-74.09004633742289,Stalking,4,12,0,Clear,0,13.311600699958074,0
Industrial Zone,40.68751904968127,-74.09162544100273,Sexual Assault,8,12,0,Rain,1,32.878960241588956,0
Industrial Zone,40.69711957466717,-74.09469051051536,Eve Teasing,2,9,0,Clear,0,9.736772285694919,0
Industrial Zone,40.70865119766855,-74.09588870072392,Robbery,3,13,0,Clear,0,15.55115767416149,0
Industrial Zone,40.685574107072256,-74.08492272106824,Eve Teasing,2,3,1,Clear,0,22.726461205134534,0
Industrial Zone,40.679800626618956,-74.09057194442939,Harassment,3,21,1,Clear,1,1.3387948643012457,0
Industrial Zone,40.674772854902095,-74.08205607240863,Stalking,4,11,0,Fog,0,21.787363307399243,0
Industrial Zone,40.675726618109266,-74.07876498359079,Eve Teasing,2,5,1,Clear,0,25.30274154495305,0
Industrial Zone,40.697497454754384,-74.10514901232506,Sexual Assault,8,8,0,Clear,0,27.603746685094613,0
Industrial Zone,40.678259575403786,-74.0830317277802,Assault,5,8,0,Rain,0,24.301751762343955,0
Industrial Zone,40.68358853365547,-74.08081811035571,Eve Teasing,2,16,0,Clear,1,18.499461229365593,0
Industrial Zone,40.67917335498431,-74.07776641152726,Assault,5,10,0,Clear,0,23.75546580867145,0
Industrial Zone,40.70031653774575,-74.0990891910269,Indecent Exposure,4,16,0,Rain,0,20.09932001670876,0
Industrial Zone,40.699976197628075,-74.07171407263328,Indecent Exposure,4,11,0,Clear,0,29.791682103198394,0
Industrial Zone,40.689797602787024,-74.09478088376248,Verbal Abuse,2,1,1,Fog,0,13.233628142205774,0
Industrial Zone,40.69173015562848,-74.07240014765537,Eve Teasing,2,13,0,Snow,0,30.427311645443822,0
Industrial Zone,40.68285934882017,-74.07321580682435,Stalking,4,8,0,Rain,1,33.518994381843164,0
Industrial Zone,40.691002419648115,-74.08588072149097,Harassment,3,8,0,Rain,0,8.0726715896329,0
Industrial Zone,40.69068893616723,-74.07787810081496,Eve Teasing,2,10,0,Clear,0,20.434782382318904,0
Industrial Zone,40.70466492904985,-74.08514478858665,Eve Teasing,2,14,0,Rain,0,29.716019660075524,0
Industrial Zone,40.69709410980586,-74.08640553485502,Eve Teasing,2,13,0,Fog,0,19.381643648103413,0
Industrial Zone,40.67235594279235,-74.09571385463852,Sexual Assault,8,16,0,Snow,0,18.581371439469734,0
Industrial Zone,40.68467738273828,-74.0779587015195,Robbery,3,23,1,Clear,0,16.412334911270264,0
Industrial Zone,40.68574239082197,-74.0763526406695,Stalking,4,9,0,Fog,1,25.015261285396292,0
Industrial Zone,40.70467850444997,-74.08530263057597,Robbery,3,15,0,Rain,0,11.892599397517493,0
Industrial Zone,40.705392824943445,-74.08082704269087,Assault,5,13,0,Clear,0,32.290359855727196,0
Industrial Zone,40.6836320489845,-74.08151893185284,Harassment,3,15,0,Fog,1,20.026631266241978,0
Industrial Zone,40.69916390844041,-74.07780740288413,Harassment,3,17,0,Clear,0,25.62525722344808,0
Industrial Zone,40.68074915379521,-74.08950201891665,Verbal Abuse,2,12,0,Clear,0,30.012534648602976,0
Industrial Zone,40.701948289946266,-74.09203697546195,Robbery,3,10,0,Clear,0,11.292984170270653,0
Industrial Zone,40.70420379848028,-74.09322335471352,Harassment,3,9,0,Clear,0,31.40950608333397,0
Industrial Zone,40.704209853538295,-74.09325864495983,Assault,5,13,0,Fog,0,16.369459536550174,0
Industrial Zone,40.69598996341684,-74.0764665102266,Indecent Exposure,4,9,0,Rain,0,19.28858512371819,0
Industrial Zone,40.686363804428666,-74.09042499306388,Indecent Exposure,4,16,0,Snow,0,29.707904439669704,0
Industrial Zone,40.70085982894445,-74.08841646695647,Sexual Assault,8,7,0,Clear,1,40.36686415622371,0
Industrial Zone,40.70627074268476,-74.08959455415385,Sexual Assault,8,14,0,Clear,0,23.17857504329579,0
Industrial Zone,40.69658143036003,-74.08895283548016,Eve Teasing,2,8,0,Clear,0,18.18402187412588,0
Industrial Zone,40.69989958925681,-74.0744625099452,Indecent Exposure,4,12,0,Rain,0,43.45645569274315,0
Industrial Zone,40.689317048527094,-74.09482488122899,Eve Teasing,2,17,0,Clear,0,32.12477034616804,0
Industrial Zone,40.68150228883409,-74.05971432282034,Robbery,3,4,1,Fog,0,23.49047048253395,0
Industrial Zone,40.68541123154975,-74.09517584777213,Sexual Assault,8,14,0,Clear,0,14.134054389610375,0
Industrial Zone,40.69399581074745,-74.0786984541353,Assault,5,15,0,Fog,1,30.29183579616926,0
Industrial Zone,40.689110874090964,-74.09188724156523,Assault,5,15,0,Clear,0,40.01485815573996,0
Industrial Zone,40.6928916164774,-74.0669465626012,Eve Teasing,2,12,0,Clear,0,15.636184814120913,0
Industrial Zone,40.67805813348588,-74.09512644441442,Sexual Assault,8,20,1,Fog,0,33.69083991505273,0
Industrial Zone,40.69661597963284,-74.08045511152416,Indecent Exposure,4,10,0,Clear,0,24.7794819874314,0
Industrial Zone,40.680003511156855,-74.09015767344529,Harassment,3,11,0,Clear,0,17.302107997841546,0
Industrial Zone,40.69563379543409,-74.07726971768749,Sexual Assault,8,15,0,Fog,0,23.313941314962918,0
Industrial Zone,40.687253562506335,-74.08957218539318,Sexual Assault,8,10,0,Clear,0,41.067403366381605,0
Industrial Zone,40.69966819834479,-74.09844585757013,Assault,5,15,0,Fog,0,14.44417687879248,0
Industrial Zone,40.69299236461918,-74.07757555761353,Indecent Exposure,4,0,1,Snow,1,28.584973808143648,0
Industrial Zone,40.70109363414002,-74.07590673951978,Eve Teasing,2,8,0,Clear,1,25.581557798502377,0
Industrial Zone,40.68825352054318,-74.07139831869172,Stalking,4,14,0,Clear,0,10.203554435499122,0
Industrial Zone,40.68458975228604,-74.06763884050105,Robbery,3,12,0,Clear,0,14.373269750714883,0
Industrial Zone,40.70314788491519,-74.07383865711262,Verbal Abuse,2,13,0,Clear,0,27.814450557218933,0
Industrial Zone,40.6836021110901,-74.0843223706515,Robbery,3,15,0,Fog,1,22.476509617127537,0
Industrial Zone,40.703520393659744,-74.06400592479497,Assault,5,11,0,Clear,1,14.131152961050557,0
Industrial Zone,40.688571217772086,-74.09836058029877,Verbal Abuse,2,15,0,Rain,0,25.349124688262304,0
Industrial Zone,40.70338777970421,-74.10260262500579,Indecent Exposure,4,10,0,Fog,1,35.70566308480867,0
Industrial Zone,40.714664463725775,-74.09848537462852,Harassment,3,9,0,Clear,0,22.410154690657755,0
Industrial Zone,40.68071073517539,-74.09004128673651,Eve Teasing,2,8,0,Clear,0,20.702576400692767,0
Industrial Zone,40.696926720342525,-74.07317319944933,Harassment,3,13,0,Clear,0,11.291026414998642,0
Industrial Zone,40.69459180167335,-74.087945776405,Stalking,4,4,1,Rain,0,33.08952661358572,0
Industrial Zone,40.70949995580417,-74.08681837263362,Indecent Exposure,4,0,1,Fog,0,16.289873368862867,0
Industrial Zone,40.6932699451327,-74.09335124503971,Verbal Abuse,2,11,0,Clear,0,23.61349627805292,0
Industrial Zone,40.688080719295904,-74.0835879818751,Indecent Exposure,4,3,1,Clear,0,18.661453617227775,0
Industrial Zone,40.67558597812624,-74.08941358791515,Robbery,3,20,1,Clear,0,26.451563668960056,0
Industrial Zone,40.694382686472665,-74.07955913717817,Indecent Exposure,4,11,0,Clear,0,29.630991379239653,0
Industrial Zone,40.65861485333766,-74.08636989577694,Indecent Exposure,4,6,0,Clear,0,0.0,0
Industrial Zone,40.687728622197554,-74.06601659623954,Assault,5,1,1,Clear,0,35.826674514253746,0
Industrial Zone,40.666615717997566,-74.09115352766761,Stalking,4,14,0,Rain,0,29.21815710762582,0
Industrial Zone,40.68681665944583,-74.08482580665644,Verbal Abuse,2,20,1,Clear,0,12.109281063705613,0
Industrial Zone,40.699531762543295,-74.077109247986,Assault,5,20,1,Clear,1,20.83778023553863,0
Industrial Zone,40.6860689716256,-74.0798898972123,Stalking,4,9,0,Rain,0,29.789115933028157,0
Industrial Zone,40.69225057885258,-74.08438837432148,Indecent Exposure,4,16,0,Clear,0,24.19699397796059,0
Industrial Zone,40.690087725115895,-74.09542728214342,Sexual Assault,8,14,0,Fog,1,12.28217397838257,0
Industrial Zone,40.690343333885686,-74.08862499002882,Assault,5,15,0,Snow,0,35.27510594800878,0
Shopping District,40.73303571292544,-73.96833549740033,Harassment,3,14,0,Rain,0,60.42899177680928,1
Shopping District,40.757741233692954,-73.99091819490484,Stalking,4,17,0,Clear,1,85.6623152773748,1
Shopping District,40.7390514125051,-73.99695239028912,Stalking,4,10,0,Clear,0,87.37250072972917,1
Shopping District,40.73749562371244,-73.97753881530704,Assault,5,16,0,Snow,0,75.29382352664001,1
Shopping District,40.7454735573481,-73.99135793291073,Robbery,3,16,0,Fog,0,78.77044773537935,1
Shopping District,40.74763111046931,-73.99184295029681,Harassment,3,14,0,Rain,0,69.10437796040034,1
Shopping District,40.75329642900502,-73.98626789174443,Harassment,3,2,1,Clear,1,88.24831532022267,1
Shopping District,40.73836603658801,-74.00532065158521,Eve Teasing,2,12,0,Rain,1,93.16695925506038,1
Shopping District,40.75312128486694,-73.98481141636778,Assault,5,23,1,Clear,1,66.93038945982953,1
Shopping District,40.74617603012617,-73.96575131059505,Verbal Abuse,2,12,0,Clear,0,78.22702253164668,1
Shopping District,40.739194193950965,-73.99220544549844,Stalking,4,16,0,Clear,0,83.43345233404628,1
Shopping District,40.74617839416142,-73.98318788317417,Sexual Assault,8,23,1,Clear,1,83.60479121067596,1
Shopping District,40.74648589289089,-73.97033895954982,Verbal Abuse,2,14,0,Clear,0,81.02609815034575,1
Shopping District,40.74305798450837,-74.00081988541126,Robbery,3,15,0,Clear,0,54.127625895812606,1
Shopping District,40.76022411665166,-73.98852096344459,Indecent Exposure,4,9,0,Clear,0,59.24678207162518,1
Shopping District,40.75726257491084,-73.9898600257565,Eve Teasing,2,16,0,Clear,0,74.0922190925773,1
Shopping District,40.752507576272926,-73.98604079471504,Sexual Assault,8,15,0,Snow,0,71.70687636266095,1
Shopping District,40.74543841556778,-73.97324626592737,Indecent Exposure,4,13,0,Rain,0,72.46540121243468,1
Shopping District,40.74115759166559,-73.99209910298627,Stalking,4,14,0,Rain,1,79.81387826651823,1
Shopping District,40.74329244900875,-73.97478811857431,Stalking,4,19,1,Clear,0,76.370672332256,1
Shopping District,40.75026636417482,-73.98347631163213,Sexual Assault,8,17,0,Clear,1,61.918110701796934,1
Shopping District,40.7548207819574,-73.97945626040607,Stalking,4,8,0,Clear,1,64.82950547048665,1
Shopping District,40.73989234037981,-74.00145737308809,Indecent Exposure,4,14,0,Clear,0,70.67796485994529,1
Shopping District,40.77006468979884,-73.98520350417387,Verbal Abuse,2,13,0,Rain,0,79.2054380256579,1
Shopping District,40.7641903156939,-73.99786469921797,Indecent Exposure,4,14,0,Clear,1,60.014210027730094,1
Shopping District,40.75202644511464,-73.9907435189489,Assault,5,9,0,Clear,0,91.44914209728624,1
Shopping District,40.734433421725534,-73.9967446382998,Eve Teasing,2,22,1,Clear,0,77.38346465717649,1
Shopping District,40.731477573226464,-73.97633043354655,Eve Teasing,2,13,0,Clear,0,71.32549930803819,1
Shopping District,40.75841734907919,-73.97962518395164,Harassment,3,9,0,Clear,1,71.28820899982318,1
Shopping District,40.73411489751083,-73.99492484019133,Indecent Exposure,4,14,0,Clear,1,71.67090670013322,1
Shopping District,40.75434661943844,-73.99556269417397,Verbal Abuse,2,11,0,Clear,1,76.81741896727071,1
Shopping District,40.750128243986694,-73.98610352289909,Sexual Assault,8,15,0,Clear,0,70.67854473414101,1
Shopping District,40.73809737029738,-73.99284200099562,Assault,5,13,0,Clear,1,62.947007852198055,1
Shopping District,40.752550661535345,-73.98575759757375,Sexual Assault,8,1,1,Clear,0,70.55956324536261,1
Shopping District,40.74174149467289,-73.97531756250422,Verbal Abuse,2,12,0,Rain,1,74.10633336263197,1
Shopping District,40.74610809818725,-73.98686337858247,Harassment,3,6,0,Rain,0,78.86287208232594,1
Shopping District,40.73279580345142,-73.98409566091989,Stalking,4,22,1,Rain,1,69.76332399940496,1
Shopping District,40.73668066532405,-73.99395424791756,Indecent Exposure,4,0,1,Fog,0,67.53362433979594,1
Shopping District,40.72869025658129,-73.98849356478111,Eve Teasing,2,16,0,Rain,1,75.93331236091089,1
Shopping District,40.739357147380595,-73.9746437941451,Verbal Abuse,2,1,1,Clear,0,91.4636558064761,1
Shopping District,40.74989051626044,-73.9784097447937,Eve Teasing,2,15,0,Rain,1,69.13723323467751,1
Shopping District,40.771834570366465,-73.98716404899461,Harassment,3,10,0,Clear,0,68.91541213501488,1
Shopping District,40.7499311463369,-73.96848360498427,Eve Teasing,2,19,1,Clear,1,77.1564815147666,1
Shopping District,40.733758323998124,-73.96688393932938,Sexual Assault,8,1,1,Rain,1,70.5371518184408,1
Shopping District,40.75225482683063,-73.99712074818378,Harassment,3,0,1,Snow,0,79.33184411406664,1
Shopping District,40.74574604717837,-73.99788597402468,Verbal Abuse,2,22,1,Fog,0,63.285159114521896,1
Shopping District,40.741370441822404,-74.00463556040293,Eve Teasing,2,12,0,Clear,0,73.10863380851583,1
Shopping District,40.748565106484655,-73.98724921595324,Indecent Exposure,4,22,1,Clear,0,82.88117433453786,1
Shopping District,40.73565724515872,-73.99968362980789,Harassment,3,13,0,Clear,0,67.22142741791386,1
Shopping District,40.74461743355753,-73.97385491988223,Eve Teasing,2,20,1,Fog,1,73.21633575305218,1
Shopping District,40.74716408129915,-73.99687843031792,Verbal Abuse,2,20,1,Clear,0,62.59464170796264,1
Shopping District,40.73292774179616,-73.99156717897857,Verbal Abuse,2,7,0,Rain,0,67.92126825877527,1
Shopping District,40.7495785353101,-74.00012680125974,Sexual Assault,8,0,1,Clear,0,71.11554170397665,1
Shopping District,40.75389200132232,-73.99757631680929,Harassment,3,14,0,Fog,0,78.11484670336291,1
Shopping District,40.752865906797346,-73.98448141404249,Sexual Assault,8,1,1,Clear,0,71.96741317578913,1
Shopping District,40.746157109981674,-73.98805839859922,Eve Teasing,2,12,0,Fog,1,81.94546367046895,1
Shopping District,40.74485878652745,-73.97515255757247,Eve Teasing,2,0,1,Clear,0,74.32002139585074,1
Shopping District,40.73971972820812,-73.97883294317762,Sexual Assault,8,8,0,Clear,0,65.04921690678724,1
Shopping District,40.751258219203976,-73.9923225616826,Robbery,3,14,0,Fog,0,76.63825113499716,1
Shopping District,40.75033865101009,-73.97435009117436,Assault,5,20,1,Clear,1,80.03789332222408,1
Shopping District,40.73874279112584,-73.9807558791809,Robbery,3,13,0,Clear,0,84.47431565515315,1
Shopping District,40.75617036686259,-73.99617211857901,Harassment,3,19,1,Clear,0,83.11793314170629,1
Shopping District,40.763845852647705,-73.98027914924528,Verbal Abuse,2,12,0,Clear,1,70.99170992717055,1
Shopping District,40.75630498133986,-73.99505797213372,Indecent Exposure,4,9,0,Clear,1,92.40211454735027,1
Shopping District,40.75645221362771,-73.98931925193348,Harassment,3,5,1,Clear,0,70.33333072982062,1
Shopping District,40.76561670232137,-73.98771283324464,Indecent Exposure,4,19,1,Fog,1,70.51918376262628,1
Shopping District,40.74704717494699,-73.97523034974955,Harassment,3,6,0,Clear,0,73.24616747314482,1
Shopping District,40.73044494411295,-73.98146094770559,Sexual Assault,8,12,0,Rain,0,70.75651358774263,1
Shopping District,40.746553367397894,-74.00465964548295,Sexual Assault,8,7,0,Fog,0,79.43440220364693,1
Shopping District,40.751376125925546,-73.97924248118491,Assault,5,14,0,Clear,0,85.91015109408241,1
Shopping District,40.75160800968465,-73.98528544193596,Assault,5,8,0,Rain,0,75.39636065081483,1
Shopping District,40.74724328927343,-73.97062448680965,Verbal Abuse,2,13,0,Clear,0,71.7326644003467,1
Shopping District,40.741852189262914,-73.98537683387326,Stalking,4,12,0,Clear,0,77.28563606699878,1
Shopping District,40.73828993176589,-73.98175200686524,Indecent Exposure,4,11,0,Rain,0,61.919407278734084,1
Shopping District,40.75647801024129,-73.97808991175151,Sexual Assault,8,1,1,Clear,0,66.23732650818876,1
Shopping District,40.76695148612109,-73.9886316127206,Robbery,3,10,0,Clear,0,62.00649227269585,1
Shopping District,40.753756170642006,-73.9880897155125,Robbery,3,0,1,Fog,0,85.50058031120622,1
Shopping District,40.75834360098014,-73.97638499905696,Sexual Assault,8,22,1,Clear,1,62.792149163256745,1
Shopping District,40.75931854835016,-74.00583428293314,Assault,5,14,0,Clear,1,75.28338779483595,1
Shopping District,40.73055239612395,-73.99655324158593,Indecent Exposure,4,6,0,Clear,0,64.24898109521847,1
Shopping District,40.7483804381019,-73.96889245056909,Sexual Assault,8,15,0,Rain,0,81.62305645728229,1
Shopping District,40.76514554147761,-73.97460728600804,Verbal Abuse,2,9,0,Clear,1,85.31543707851702,1
Shopping District,40.752855567221886,-73.98115513150167,Assault,5,10,0,Clear,0,76.46530278021338,1
Shopping District,40.74860785372501,-73.96673714145145,Indecent Exposure,4,11,0,Clear,0,67.49888012845209,1
Shopping District,40.75032219429675,-73.98517386727207,Eve Teasing,2,10,0,Clear,0,89.07293303529943,1
Shopping District,40.758954494845085,-73.98685085165651,Sexual Assault,8,14,0,Clear,1,69.36992848519631,1
Shopping District,40.759875531897805,-73.97441283941292,Stalking,4,13,0,Clear,0,86.74449932988207,1
Shopping District,40.740795449293245,-73.9818864236885,Stalking,4,16,0,Clear,0,74.78090511717721,1
Shopping District,40.740443808761924,-73.97311101493722,Verbal Abuse,2,13,0,Clear,0,78.40275862751854,1
Shopping District,40.74202602874309,-73.98780776754803,Assault,5,2,1,Rain,0,72.25134437089616,1
Shopping District,40.75628965609481,-73.98931079971301,Indecent Exposure,4,23,1,Snow,1,66.26765189157018,1
Shopping District,40.762548261741465,-74.00236403019207,Sexual Assault,8,21,1,Clear,0,86.63654023036604,1
Shopping District,40.739083618211666,-73.99331991892537,Indecent Exposure,4,13,0,Rain,0,82.77667446716161,1
Shopping District,40.74392272982731,-73.98911220897509,Assault,5,18,1,Clear,0,69.52123985152552,1
Shopping District,40.76265525659222,-73.99440498186749,Harassment,3,17,0,Rain,0,74.7370221916198,1
Shopping District,40.75018718266141,-73.98766814740699,Verbal Abuse,2,11,0,Fog,0,70.04979937016523,1
Shopping District,40.74137104243454,-73.98123542546679,Assault,5,14,0,Clear,0,77.26524318547872,1
Shopping District,40.75346073171808,-73.99065702834659,Sexual Assault,8,10,0,Clear,1,74.64717779485237,1
